Date,Open,High,Low,Close,Adj Close,Volume
2016-11-10,52.849998,53.360001,50.990002,52.340000,43.510479,3051600
2016-11-11,52.160000,52.900002,51.830002,51.950001,43.186275,1548700
2016-11-14,51.459999,51.840000,51.279999,51.689999,42.970139,1553600
2016-11-15,51.880001,52.669998,51.880001,52.430000,43.585300,1437800
2016-11-16,52.500000,52.700001,51.669998,51.970001,43.202896,1579200
2016-11-17,51.950001,52.470001,51.950001,52.200001,43.394096,872300
2016-11-18,52.110001,52.380001,51.540001,51.820000,43.078205,1099800
2016-11-21,51.939999,52.369999,51.939999,52.200001,43.394096,1440100
2016-11-22,52.299999,52.700001,52.080002,52.450001,43.601929,2331800
2016-11-23,51.869999,52.450001,51.650002,51.740002,43.011703,1339700
2016-11-25,51.970001,52.700001,51.959999,52.590000,43.718300,829600
2016-11-28,52.869999,53.939999,52.770000,53.840000,44.757439,2377800
2016-11-29,53.709999,54.320000,53.630001,53.750000,44.682636,1927800
2016-11-30,53.130001,53.209999,51.599998,51.619999,42.911945,2733900
2016-12-01,51.270000,51.439999,50.560001,51.099998,42.479664,1783000
2016-12-02,51.430000,51.900002,51.200001,51.680000,42.961811,2039200
2016-12-05,51.439999,51.970001,51.040001,51.930000,43.169647,1639700
2016-12-06,52.099998,52.169998,51.529999,52.009998,43.236149,1436700
2016-12-07,52.169998,52.980000,52.070000,52.970001,44.034203,1643500
2016-12-08,52.549999,53.360001,52.209999,53.299999,44.308525,1623000
2016-12-09,53.279999,53.820000,53.209999,53.759998,44.690941,1538500
2016-12-12,53.540001,54.369999,53.540001,54.290001,45.131527,1683700
2016-12-13,54.279999,54.720001,54.040001,54.549999,45.347675,1392800
2016-12-14,54.320000,54.779999,52.959999,53.070000,44.480190,1424700
2016-12-15,52.939999,53.689999,52.590000,53.680000,44.991455,1470900
2016-12-16,53.730000,54.669998,53.720001,54.570000,45.737408,2373500
2016-12-19,54.939999,55.090000,54.490002,55.070000,46.156471,1545500
2016-12-20,55.610001,55.610001,55.060001,55.259998,46.315727,1282500
2016-12-21,55.180000,55.549999,54.910000,54.950001,46.055897,938700
2016-12-22,54.889999,55.520000,54.709999,55.439999,46.466583,1296200
2016-12-23,55.560001,55.700001,55.259998,55.459999,46.483349,760100
2016-12-27,55.480000,55.520000,55.150002,55.380001,46.416298,817700
2016-12-28,55.400002,55.439999,54.630001,54.720001,45.863129,802500
2016-12-29,54.849998,55.619999,54.730000,55.570000,46.575535,1187300
2016-12-30,55.599998,55.740002,55.070000,55.230000,46.290577,1446800
2017-01-03,55.250000,55.430000,54.770000,55.080002,46.164852,1123100
2017-01-04,55.169998,55.619999,54.950001,55.270000,46.324100,1264600
2017-01-05,55.490002,55.490002,54.799999,55.279999,46.332485,1590700
2017-01-06,54.840000,55.480000,54.770000,55.259998,46.315727,1224200
2017-01-09,55.310001,55.509998,54.549999,54.570000,45.737408,1302800
2017-01-10,54.490002,54.520000,54.080002,54.279999,45.494347,1608800
2017-01-11,54.400002,55.110001,54.360001,55.060001,46.148098,1369600
2017-01-12,54.910000,55.410000,54.840000,55.310001,46.357628,1353600
2017-01-13,55.169998,55.419998,54.759998,55.150002,46.223530,1053400
2017-01-17,55.459999,55.779999,55.290001,55.720001,46.701267,1303600
2017-01-18,55.689999,55.900002,55.419998,55.520000,46.533638,1288700
2017-01-19,55.250000,55.669998,54.980000,55.070000,46.156471,1232700
2017-01-20,55.150002,55.450001,54.720001,55.000000,46.097805,1373700
2017-01-23,55.169998,55.369999,54.709999,54.740002,45.879890,1913900
2017-01-24,54.700001,54.919998,54.410000,54.549999,45.720634,1220200
2017-01-25,54.369999,54.770000,54.119999,54.299999,45.511101,1134900
2017-01-26,54.299999,54.689999,54.119999,54.529999,45.703873,1541600
2017-01-27,54.709999,54.740002,54.099998,54.250000,45.469204,1319100
2017-01-30,54.400002,54.619999,54.119999,54.430000,45.620068,1240500
2017-01-31,54.419998,55.389999,54.419998,55.320000,46.366013,1572000
2017-02-01,54.910000,55.240002,54.500000,54.700001,45.846363,1298400
2017-02-02,54.770000,55.410000,54.549999,55.349998,46.391148,1099900
2017-02-03,55.610001,56.139999,55.330002,55.720001,46.701267,1933100
2017-02-06,55.910000,56.000000,55.529999,55.680000,46.667740,900000
2017-02-07,55.660000,55.900002,55.529999,55.779999,46.751556,784400
2017-02-08,55.660000,56.709999,55.660000,56.490002,47.346634,1341600
2017-02-09,56.349998,56.619999,56.000000,56.049999,46.977840,1087700
2017-02-10,55.889999,56.450001,55.889999,56.419998,47.287971,700100
2017-02-13,56.340000,56.560001,56.029999,56.490002,47.346634,1003900
2017-02-14,56.340000,56.439999,55.660000,55.950001,46.894028,1048900
2017-02-15,55.599998,55.779999,55.200001,55.759998,46.734787,995600
2017-02-16,55.740002,56.299999,55.650002,56.290001,47.179005,1009400
2017-02-17,56.299999,56.459999,55.869999,56.150002,47.061672,1529500
2017-02-21,56.020000,56.919998,55.849998,56.840000,47.639984,1333300
2017-02-22,56.259998,57.669998,56.090000,57.599998,48.276966,1857000
2017-02-23,57.860001,58.759998,57.799999,58.119999,48.712807,1902100
2017-02-24,58.200001,59.110001,58.169998,59.029999,49.475510,2113200
2017-02-27,58.980000,59.099998,58.669998,58.720001,49.215698,1333600
2017-02-28,58.349998,58.750000,58.169998,58.660000,49.566353,1927600
2017-03-01,57.980000,58.599998,57.599998,58.189999,49.169220,1787800
2017-03-02,58.000000,58.959999,57.900002,58.590000,49.507214,1258900
2017-03-03,58.480000,58.599998,57.900002,58.279999,49.245262,1674100
2017-03-06,58.259998,58.480000,57.959999,58.349998,49.304413,1538800
2017-03-07,58.189999,58.770000,58.189999,58.560001,49.481861,1652800
2017-03-08,57.930000,58.200001,57.419998,57.520000,48.603088,1324200
2017-03-09,57.680000,58.000000,57.279999,57.380001,48.484795,1025200
2017-03-10,57.790001,58.119999,57.430000,57.709999,48.763634,1221200
2017-03-13,57.680000,58.169998,57.630001,58.040001,49.042480,2299300
2017-03-14,58.000000,58.340000,57.720001,58.330002,49.287521,1630800
2017-03-15,58.389999,59.450001,58.340000,59.130001,49.963497,2074100
2017-03-16,58.849998,58.950001,58.400002,58.540001,49.464958,1047600
2017-03-17,58.779999,59.410000,58.689999,58.930000,49.794498,3335900
2017-03-20,58.980000,59.299999,58.349998,58.480000,49.414268,1318400
2017-03-21,58.410000,59.720001,58.340000,59.439999,50.225441,1782300
2017-03-22,59.759998,60.209999,59.520000,59.709999,50.453590,1514200
2017-03-23,59.599998,60.279999,59.529999,59.669998,50.419777,1245500
2017-03-24,59.580002,60.160000,59.509998,60.009998,50.707073,1310600
2017-03-27,60.259998,60.360001,59.290001,59.549999,50.318386,1370500
2017-03-28,59.509998,59.730000,59.240002,59.490002,50.267700,1749700
2017-03-29,59.430000,59.430000,58.880001,59.070000,49.912800,1453800
2017-03-30,58.830002,58.939999,58.369999,58.619999,49.532547,1185900
2017-03-31,58.560001,59.090000,58.560001,58.779999,49.667755,1670700
2017-04-03,58.759998,58.919998,58.270000,58.889999,49.760700,1205300
2017-04-04,58.830002,59.040001,58.560001,58.860001,49.735352,2147800
2017-04-05,58.740002,59.480000,58.630001,59.410000,50.200089,1729200
2017-04-06,59.220001,59.570000,58.869999,59.540001,50.309940,1714000
2017-04-07,59.669998,59.840000,59.340000,59.400002,50.191639,1645200
2017-04-10,59.310001,59.389999,58.919998,59.279999,50.090240,1036400
2017-04-11,59.160000,59.360001,58.849998,59.209999,50.031105,1214900
2017-04-12,59.080002,59.910000,58.990002,59.880001,50.597237,1280400
2017-04-13,59.709999,59.919998,59.299999,59.619999,50.377537,1058000
2017-04-17,59.779999,60.340000,59.730000,60.290001,50.943672,1513600
2017-04-18,60.200001,60.500000,59.889999,60.139999,50.816933,1385700
2017-04-19,60.119999,60.139999,59.330002,59.639999,50.394432,1414700
2017-04-20,59.639999,59.639999,59.029999,59.439999,50.225441,1125200
2017-04-21,59.450001,59.970001,59.450001,59.799999,50.529621,1286800
2017-04-24,60.000000,60.189999,59.509998,60.029999,50.723988,1026100
2017-04-25,59.810001,60.160000,59.650002,60.000000,50.698627,1340300
2017-04-26,59.950001,60.160000,59.709999,59.740002,50.478935,1105400
2017-04-27,59.750000,60.299999,59.700001,59.770000,50.504288,1489500
2017-04-28,59.720001,59.740002,59.180000,59.400002,50.191639,2029100
2017-05-01,59.580002,59.580002,58.939999,59.139999,49.971943,860600
2017-05-02,59.279999,59.549999,58.820000,59.220001,50.039551,1160900
2017-05-03,59.139999,59.480000,59.029999,59.110001,49.946594,952000
2017-05-04,58.110001,59.520000,58.110001,59.490002,50.267700,1308700
2017-05-05,59.709999,59.889999,59.490002,59.549999,50.318386,926500
2017-05-08,59.680000,59.810001,59.369999,59.759998,50.495838,1133300
2017-05-09,59.599998,59.820000,59.279999,59.349998,50.149387,899700
2017-05-10,59.380001,59.500000,58.970001,59.230000,50.048000,1168200
2017-05-11,59.040001,59.480000,58.869999,59.480000,50.259239,1279100
2017-05-12,59.439999,59.970001,59.439999,59.880001,50.597237,806000
2017-05-15,59.889999,60.200001,59.669998,60.150002,50.825378,833400
2017-05-16,60.150002,60.270000,59.599998,59.630001,50.385994,1076400
2017-05-17,59.730000,60.450001,59.660000,60.189999,50.859173,1180200
2017-05-18,60.410000,60.779999,59.849998,60.240002,50.901421,1495000
2017-05-19,60.169998,60.209999,59.730000,60.110001,50.791580,1683400
2017-05-22,60.099998,60.840000,59.950001,60.740002,51.323917,1060000
2017-05-23,60.750000,61.320000,60.730000,61.139999,51.661903,2430500
2017-05-24,61.279999,61.459999,61.139999,61.410000,51.890045,1023300
2017-05-25,61.400002,61.939999,61.189999,61.840000,52.253384,909800
2017-05-26,61.340000,61.580002,61.240002,61.400002,52.283188,825500
2017-05-30,61.400002,61.660000,61.299999,61.480000,52.351315,908400
2017-05-31,61.540001,62.189999,61.509998,62.070000,52.853699,1565200
2017-06-01,62.099998,62.349998,61.810001,62.349998,53.092133,1278600
2017-06-02,62.660000,62.680000,61.889999,62.369999,53.109146,2205300
2017-06-05,62.470001,62.470001,62.090000,62.290001,53.041039,1486600
2017-06-06,62.259998,62.389999,62.080002,62.160000,52.930347,1771100
2017-06-07,62.110001,62.980000,62.110001,62.580002,53.287979,1744200
2017-06-08,62.549999,62.549999,61.490002,62.110001,52.887775,1507100
2017-06-09,61.930000,62.369999,61.630001,62.299999,53.049557,1226700
2017-06-12,62.340000,62.680000,61.669998,62.250000,53.006973,1207900
2017-06-13,62.150002,62.259998,61.860001,62.160000,52.930347,1011800
2017-06-14,62.669998,62.959999,62.160000,62.450001,53.177277,1060300
2017-06-15,62.430000,62.700001,62.180000,62.619999,53.322041,1008000
2017-06-16,62.709999,63.279999,62.630001,63.240002,53.849995,2929900
2017-06-19,63.220001,63.340000,62.560001,62.790001,53.466793,966300
2017-06-20,62.820000,63.009998,62.630001,62.849998,53.517895,905300
2017-06-21,62.950001,63.070000,62.400002,62.720001,53.407188,1168200
2017-06-22,62.509998,62.700001,62.169998,62.200001,52.964405,842600
2017-06-23,62.119999,62.570000,62.110001,62.250000,53.006973,1485200
2017-06-26,62.410000,62.840000,62.119999,62.660000,53.356106,1050300
2017-06-27,62.360001,62.509998,61.689999,61.990002,52.785583,1779900
2017-06-28,62.259998,62.299999,61.189999,61.230000,52.138435,985500
2017-06-29,61.040001,61.669998,60.520000,60.700001,51.687126,1076700
2017-06-30,60.700001,61.160000,60.590000,60.709999,51.695641,1799300
2017-07-03,60.740002,60.810001,60.360001,60.410000,51.440186,798700
2017-07-05,60.529999,60.529999,59.900002,60.070000,51.150665,1414900
2017-07-06,59.910000,60.090000,59.660000,59.990002,51.082550,1334900
2017-07-07,60.070000,60.340000,59.910000,60.070000,51.150665,1164100
2017-07-10,60.150002,60.400002,59.900002,59.910000,51.014431,1321000
2017-07-11,59.980000,60.099998,59.549999,59.820000,50.937801,1244600
2017-07-12,60.310001,60.560001,59.950001,60.020000,51.108097,1616800
2017-07-13,60.009998,60.209999,59.759998,59.900002,51.005917,1325300
2017-07-14,60.369999,60.470001,60.070000,60.220001,51.278404,932500
2017-07-17,60.209999,60.430000,59.959999,60.320000,51.363552,902500
2017-07-18,60.430000,60.630001,60.320000,60.439999,51.465729,979400
